Date,Bitcoin My Wallet Number of Users,Bitcoin Market Price USD,Bitcoin USD Exchange Trade Volume,Bitcoin Difficulty,Bitcoin My Wallet Number of Transaction Per Day,Bitcoin My Wallet Transaction Volume,Bitcoin Average Block Size,Bitcoin api.blockchain Size,Bitcoin Miners Revenue,Bitcoin Hash Rate,Bitcoin Estimated Transaction Volume USD,Bitcoin Estimated Transaction Volume,Bitcoin Total Output Volume,Bitcoin Number of Transaction per Block,Bitcoin Number of Transactions Excluding Popular Addresses,Bitcoin Total Number of Transactions,Bitcoin Number of Transactions,Bitcoin Cost Per Transaction,Bitcoin Cost % of Transaction Volume,Total Bitcoins
05-12-16,"7,201,956",540,"26,922,629","199,312,067,531",0,0,1,"70,529","1,894,574","1,367,284","189,861,752","351,602","2,342,608","1,675","233,191","133,139,973","231,099",8,1,"15,613,450"
05-11-16,"7,187,239",539,"34,219,345","199,312,067,531",0,0,1,"70,415","1,972,576","1,426,731","194,100,011","359,798","2,351,992","1,639","229,527","132,908,874","234,385",8,1,"15,610,000"
05-10-16,"7,171,822",531,"59,032,596","199,312,067,531",0,0,1,"70,294","1,714,201","1,258,298","220,052,229","414,294","2,561,420","1,695","232,484","132,674,489","215,249",8,1,"15,606,425"
05-09-16,"7,156,897",525,"41,187,986","199,312,067,531",0,0,1,"70,184","1,934,163","1,436,639","232,301,687","442,353","2,248,432","1,468","213,708","132,459,240","211,369",9,1,"15,603,250"
05-08-16,"7,143,125",512,"72,487,385","199,312,067,531",0,0,1,"70,054","1,906,764","1,456,455","207,196,705","404,555","2,740,859","1,216","208,537","132,247,871","178,742",11,1,"15,599,650"
05-07-16,"7,130,242",522,"68,432,472","199,312,067,531",0,0,1,"69,954","1,764,425","1,317,745","259,939,043","497,558","3,665,525","1,452","174,843","132,069,129","193,054",9,1,"15,595,975"
05-06-16,"7,116,743",470,"62,133,881","199,312,067,531",0,0,1,"69,839","1,667,598","1,377,192","336,430,109","715,367","4,124,114","1,549","187,607","131,876,075","215,296",8,0,"15,592,650"
05-05-16,"7,102,517",452,"16,430,495","199,312,067,531",0,0,1,"69,708","1,575,323","1,357,376","166,731,060","368,475","3,584,296","1,630","208,481","131,660,779","220,093",7,1,"15,589,175"
05-04-16,"7,087,522",448,"17,482,964","199,312,067,531",0,0,1,"69,595","1,583,656","1,377,192","171,807,424","383,550","3,341,065","1,796","214,342","131,440,686","247,844",6,1,"15,585,800"
05-03-16,"7,071,613",445,"15,674,747","194,770,865,921",0,0,1,"69,474","1,663,136","1,456,455","147,616,920","331,470","2,514,701","1,677","241,338","131,192,842","246,517",7,1,"15,582,350"
05-02-16,"7,055,278",442,"16,267,424","194,254,820,283",0,0,1,"69,349","2,025,077","1,747,819","127,147,868","287,554","2,136,338","1,238","243,404","130,946,325","222,755",9,2,"15,578,675"
05-01-16,"7,039,303",438,"12,185,446","194,254,820,283",0,0,1,"69,232","2,033,725","1,776,789","84,832,969","193,683","1,512,380","1,002","218,961","130,723,570","184,348",11,2,"15,574,175"
04-30-16,"7,025,904",444,"11,310,986","194,254,820,283",0,0,1,"69,121","1,589,937","1,361,561","101,887,192","229,533","1,578,456","1,358","181,887","130,539,222","191,461",8,2,"15,569,575"
04-29-16,"7,012,014",441,"25,045,661","194,254,820,283",0,0,1,"68,995","1,666,419","1,438,812","155,269,361","351,885","2,134,600","1,405","187,757","130,347,761","209,396",8,1,"15,566,050"
04-28-16,"6,997,552",442,"26,518,499","194,254,820,283",0,0,1,"68,879","1,361,087","1,168,432","161,110,261","364,610","2,544,456","1,826","207,801","130,138,365","219,146",6,1,"15,562,325"
04-27-16,"6,982,399",453,"14,866,088","194,254,820,283",0,0,1,"68,763","1,770,178","1,487,095","156,226,625","344,947","2,250,217","1,536","217,458","129,919,219","235,084",8,1,"15,559,325"
04-26-16,"6,968,497",453,"16,508,088","194,254,820,283",0,0,1,"68,629","1,622,905","1,361,561","144,340,459","318,710","2,703,820","1,692","231,143","129,684,135","238,626",7,1,"15,555,500"
04-25-16,"6,955,905",455,"17,875,807","194,254,820,283",0,0,1,"68,506","1,630,979","1,361,561","138,501,763","304,480","2,688,739","1,701","236,230","129,445,509","239,809",7,1,"15,551,975"
04-24-16,"6,942,443",457,"9,548,355","194,254,820,283",0,0,1,"68,378","1,609,202","1,342,248","97,252,822","212,770","2,042,797","1,440","237,057","129,205,700","200,171",8,2,"15,548,450"
04-23-16,"6,931,980",456,"10,458,258","194,254,820,283",0,0,1,"68,270","1,662,213","1,390,530","103,526,313","227,206","1,910,553","1,467","196,313","129,005,529","211,280",8,2,"15,544,975"
04-22-16,"6,921,588",457,"15,841,284","194,254,820,283",0,0,1,"68,153","1,757,652","1,467,782","139,340,133","305,022","2,577,781","1,527","208,305","128,794,249","232,146",8,1,"15,541,375"
04-21-16,"6,910,345",455,"22,652,719","194,254,820,283",0,0,1,"68,037","1,601,341","1,342,248","158,093,083","347,687","2,295,414","1,643","229,246","128,562,103","228,409",7,1,"15,537,575"
04-20-16,"6,898,727",453,"20,927,427","190,502,504,491",0,0,1,"67,929","1,525,359","1,284,309","143,001,664","316,019","2,510,175","1,762","226,826","128,333,694","234,412",7,1,"15,534,100"
04-19-16,"6,887,695",450,"28,095,275","178,659,257,772",0,0,1,"67,821","1,799,146","1,403,230","153,374,230","340,832","2,211,912","1,555","232,247","128,099,282","245,721",7,1,"15,530,775"
04-18-16,"6,876,507",462,"23,824,164","178,659,257,772",0,0,1,"67,706","2,015,491","1,536,448","138,359,066","299,719","2,062,357","1,324","242,168","127,853,561","226,451",9,1,"15,526,825"
04-17-16,"6,865,867",458,"12,940,418","178,659,257,772",0,0,1,"67,596","1,881,265","1,447,636","72,466,701","158,286","1,603,646","1,138","224,909","127,627,110","185,562",10,3,"15,522,500"
04-16-16,"6,855,579",459,"15,060,352","178,659,257,772",0,0,1,"67,500","1,738,668","1,332,180","101,572,176","221,271","1,893,689","1,347","183,927","127,441,548","202,062",9,2,"15,518,350"
04-15-16,"6,845,236",461,"32,475,379","178,659,257,772",0,0,1,"67,403","1,887,205","1,438,754","150,104,443","325,670","2,321,256","1,440","200,750","127,239,486","233,232",8,1,"15,514,600"
04-14-16,"6,834,277",449,"19,214,684","178,659,257,772",0,0,1,"67,292","1,769,133","1,385,467","129,129,621","287,908","2,161,647","1,481","230,703","127,006,254","229,580",8,1,"15,510,550"
04-13-16,"6,822,736",447,"18,922,797","178,659,257,772",0,0,1,"67,182","1,900,230","1,492,042","193,746,215","433,078","2,276,698","1,399","226,986","126,776,674","233,693",8,1,"15,506,675"
04-12-16,"6,810,402",451,"23,866,897","178,659,257,772",0,0,1,"67,063","1,722,608","1,341,061","145,137,874","321,842","2,273,860","1,560","233,140","126,542,981","235,609",7,1,"15,502,500"
04-11-16,"6,797,060",444,"34,283,316","178,659,257,772",0,0,1,"66,946","1,762,341","1,394,348","143,257,804","322,725","2,450,688","1,425","233,246","126,307,372","223,785",8,1,"15,498,725"
04-10-16,"6,784,740",452,"10,517,716","178,659,257,772","58,476","260,505",1,"66,828","1,766,704","1,376,586","85,326,422","188,817","1,879,510","1,235","222,310","126,083,587","191,430",9,2,"15,494,800"
04-09-16,"6,773,053",447,"17,046,473","178,659,257,772","49,676","184,168",1,"66,731","1,650,450","1,296,655","121,654,247","272,054","1,899,766","1,477","189,192","125,892,157","215,712",8,1,"15,490,925"
04-08-16,"6,762,082",456,"21,063,415","178,659,257,772","49,697","197,452",1,"66,620","1,824,603","1,403,230","200,081,325","438,621","2,522,444","1,657","214,169","125,676,445","261,884",7,1,"15,487,275"
04-07-16,"6,750,120",450,"38,051,509","178,666,121,339","51,813","181,647",1,"66,492","1,552,497","1,207,843","171,720,826","381,602","2,696,033","1,837","257,795","125,414,561","247,958",6,1,"15,483,325"
04-06-16,"6,737,269",447,"42,654,741","178,678,307,671","59,407","298,062",1,"66,369","1,463,201","1,145,797","167,458,968","374,369","2,485,051","1,856","243,750","125,166,603","239,435",6,1,"15,479,950"
04-05-16,"6,724,479",468,"34,854,625","178,678,307,671","58,235","311,618",1,"66,257","1,924,687","1,341,204","170,332,016","363,973","2,770,137","1,661","235,851","124,927,168","250,744",8,1,"15,476,725"
04-04-16,"6,711,189",464,"36,817,996","178,678,307,671","65,147","263,721",1,"66,134","1,492,840","1,128,033","168,025,613","362,233","2,719,386","1,713","246,337","124,676,424","217,564",7,1,"15,472,950"
04-03-16,"6,688,655",459,"29,353,633","178,678,307,671","58,988","163,503",1,"66,023","1,531,304","1,172,443","110,486,293","240,501","2,223,870","1,388","213,799","124,458,860","183,155",8,1,"15,469,775"
04-02-16,"6,672,479",451,"16,802,672","178,678,307,671","49,656","161,154",1,"65,927","1,639,605","1,279,029","100,388,768","222,448","3,426,252","1,286","179,927","124,275,705","185,216",9,2,"15,466,475"
04-01-16,"6,661,126",447,"23,844,242","178,678,307,671","54,666","221,666",1,"65,832","1,618,011","1,270,147","147,227,705","329,184","5,290,883","1,475","208,558","124,090,489","210,976",8,1,"15,462,875"
03-31-16,"6,648,664",451,"29,501,269","178,678,307,671","59,385","295,450",1,"65,721","1,721,837","1,341,204","156,462,733","346,924","5,033,189","1,409","210,717","123,879,513","212,795",8,1,"15,459,300"
03-30-16,"6,635,323",442,"35,503,227","178,678,307,671","59,060","233,003",1,"65,611","1,843,768","1,465,554","138,381,943","312,841","4,077,381","1,314","215,115","123,666,718","216,780",9,1,"15,455,525"
03-29-16,"6,612,101",436,"17,920,860","178,678,307,672","61,419","226,670",1,"65,496","1,629,131","1,332,322","118,542,250","275,994","3,661,654","1,372","224,669","123,449,938","227,795",7,1,"15,450,475"
03-28-16,"6,599,711",427,"17,694,904","178,678,307,672","64,790","157,479",1,"65,383","1,460,870","1,199,090","104,817,236","245,313","3,662,053","1,284","199,317","123,222,143","203,165",7,1,"15,446,725"
03-27-16,"6,586,048",426,"12,692,790","178,678,307,672","60,614","220,983",1,"65,278","1,642,389","1,358,968","79,440,650","186,607","2,586,774","1,514","184,854","123,018,978","191,478",9,2,"15,443,350"
03-26-16,"6,575,816",429,"13,788,621","178,678,307,672","42,589","111,034",1,"65,179","1,550,672","1,270,147","86,155,565","200,628","3,332,613","1,303","187,475","122,827,500","192,621",8,2,"15,439,525"
03-25-16,"6,565,396",429,"22,879,891","178,678,307,672","53,539","170,954",1,"65,078","1,574,760","1,287,911","120,741,023","281,389","3,815,209","1,522","214,008","122,634,879","216,850",7,1,"15,435,950"
03-24-16,"6,554,362",424,"12,971,710","178,678,307,672","61,372","264,464",1,"64,970","1,767,503","1,465,554","116,332,488","274,524","2,914,673","1,518","228,737","122,418,029","230,281",8,2,"15,432,325"
03-23-16,"6,543,081",425,"16,364,790","166,851,513,283","63,792","211,226",1,"64,847","1,685,702","1,302,195","131,626,794","309,995","3,219,968","1,504","218,654","122,187,748","222,711",8,1,"15,428,200"
03-22-16,"6,530,896",426,"25,818,110","166,851,513,283","57,801","207,741",1,"64,733","1,639,677","1,260,724","145,387,002","341,372","3,429,823","1,251","236,805","121,965,037","240,200",7,1,"15,424,275"
03-21-16,"6,518,812",421,"15,796,771","166,851,513,283","59,818","219,654",1,"64,613","1,607,456","1,252,429","111,212,456","264,357","2,454,124","1,347","213,730","121,724,837","217,378",7,1,"15,420,475"
03-20-16,"6,506,740",422,"9,701,992","166,851,513,283","57,278","234,196",1,"64,500","1,848,004","1,443,197","84,161,958","199,611","1,926,492","1,495","178,283","121,507,459","181,662",10,2,"15,416,700"
03-19-16,"6,494,510",418,"12,511,808","166,851,513,283","48,732","166,896",1,"64,402","1,707,680","1,343,666","100,882,908","241,503","2,534,235","1,395","200,063","121,325,797","207,555",8,2,"15,412,350"
03-18-16,"6,484,014",422,"20,186,636","166,851,513,283","60,157","268,540",1,"64,300","1,506,410","1,169,487","123,583,371","292,713","2,562,759","1,418","210,883","121,118,242","215,441",7,1,"15,408,300"
03-17-16,"6,472,713",420,"17,028,964","166,851,513,283","65,312","244,667",1,"64,197","1,558,584","1,210,958","159,074,674","378,452","2,839,473","1,580","212,321","120,902,801","219,915",7,1,"15,404,775"
03-16-16,"6,460,381",421,"15,707,134","166,851,513,283",0,0,1,"64,091","1,650,252","1,285,606","151,503,740","359,789","2,314,862","1,439","213,637","120,682,886","218,585",8,1,"15,401,125"
03-15-16,"6,444,611",422,"18,164,096","166,851,513,283",0,0,1,"63,981","1,591,760","1,235,841","139,881,431","331,653","2,255,979","1,044","214,365","120,464,301","216,684",7,1,"15,397,250"
03-14-16,"6,408,681",419,"15,550,675","166,851,513,283",0,0,1,"63,865","1,735,876","1,360,254","111,607,536","266,373","2,056,696","1,281","197,721","120,247,617","200,979",9,2,"15,393,525"
03-13-16,"6,384,808",418,"10,626,133","166,851,513,283",0,0,1,"63,756","1,554,802","1,219,252","75,942,750","181,651","1,508,390","1,527","171,613","120,046,638","176,722",9,2,"15,389,425"
03-12-16,"6,374,543",418,"13,685,333","166,851,513,283",0,0,1,"63,650","1,591,174","1,244,135","96,731,087","231,375","1,965,843","1,506","191,586","119,869,916","196,651",8,2,"15,385,750"
03-11-16,"6,364,167",416,"16,409,421","166,851,513,283",0,0,1,"63,527","1,444,804","1,136,310","120,362,457","289,159","2,109,360","1,410","196,985","119,673,265","203,811",7,1,"15,382,000"
03-10-16,"6,354,076",417,"18,808,489","165,496,835,118",0,0,1,"63,427","1,321,283","1,028,362","122,664,433","294,202","2,142,401","1,454","202,812","119,469,454","208,976",6,1,"15,378,575"
03-09-16,"6,343,080",412,"19,975,338","165,496,835,118",0,0,1,"63,323","1,660,946","1,308,076","156,573,869","379,711","2,199,901","1,225","203,900","119,260,478","207,906",8,1,"15,375,450"
03-08-16,"6,331,643",414,"30,415,320","165,496,835,118",0,0,1,"63,195","1,780,614","1,398,572","117,297,491","283,327","2,003,759","1,202","188,514","119,052,572","191,841",9,2,"15,371,475"
03-07-16,"6,319,893",423,"19,238,322","165,496,835,118",0,0,1,"63,077","1,519,272","1,168,219","120,905,357","285,855","1,960,785","1,311","174,245","118,860,731","181,300",8,1,"15,367,225"
03-06-16,"6,308,115",427,"25,434,492","165,496,835,118",0,0,1,"62,971","1,646,594","1,258,715","115,335,330","270,233","1,669,837","1,487","153,812","118,679,431","161,486",10,1,"15,363,675"
03-05-16,"6,296,865",416,"12,371,346","165,496,835,118",0,0,1,"62,878","1,541,868","1,209,353","100,661,549","242,144","1,641,261","1,671","157,794","118,517,945","162,398",9,2,"15,359,850"
03-04-16,"6,285,946",416,"14,830,265","165,496,835,118",0,0,1,"62,789","1,523,338","1,192,899","132,338,613","317,786","2,205,699","1,307","168,544","118,355,547","173,609",9,1,"15,356,175"
03-03-16,"6,274,533",416,"17,536,542","165,496,835,118",0,0,1,"62,697","1,588,000","1,242,261","139,400,527","334,719","2,204,253","1,128","187,491","118,181,938","194,985",8,1,"15,352,550"
03-02-16,"6,263,101",418,"16,895,794","165,496,835,118",0,0,1,"62,595","1,593,071","1,242,261","111,018,758","265,722","2,111,320","1,276","181,335","117,986,953","187,877",8,1,"15,348,775"
03-01-16,"6,243,315",415,"21,365,653","165,496,835,118",0,0,1,"62,496","1,565,039","1,225,807","123,716,357","297,860","2,215,917","1,055","202,698","117,799,076","210,488",7,1,"15,345,000"
02-29-16,"6,227,655",410,"18,209,312","165,496,835,118",0,0,1,"62,388","1,308,642","1,036,588","95,667,032","233,056","1,990,510","1,104","181,205","117,588,588","189,228",7,1,"15,341,275"
02-28-16,"6,215,834",411,"13,576,322","165,496,835,118",0,0,1,"62,290","1,563,801","1,242,261","70,623,066","171,928","1,729,852","1,197","168,925","117,399,360","175,963",9,2,"15,338,125"
02-27-16,"6,203,933",406,"15,007,028","165,496,835,118",0,0,1,"62,196","1,384,279","1,110,630","92,984,532","229,257","5,098,833","1,291","182,265","117,223,397","188,863",7,1,"15,334,350"
02-26-16,"6,189,910",409,"28,073,924","165,496,835,118",0,0,1,"62,105","1,427,774","1,135,311","121,630,357","297,479","2,457,182","1,244","196,834","117,034,534","203,578",7,1,"15,330,975"
02-25-16,"6,177,728",419,"18,657,007","158,427,203,767",0,0,1,"62,004","1,432,167","1,063,187","115,249,577","275,295","10,141,727","1,412","201,122","116,830,956","206,973",7,1,"15,327,525"
02-24-16,"6,165,717",416,"19,419,077","158,427,203,767",0,0,1,"61,903","1,787,925","1,338,828","106,343,004","255,638","12,271,723","1,501","209,667","116,623,983","215,973",8,2,"15,324,150"
02-23-16,"6,154,038",415,"20,597,238","158,427,203,767",0,0,1,"61,796","1,593,585","1,197,070","117,684,224","283,727","2,178,009","1,165","190,346","116,408,010","197,677",8,1,"15,319,900"
02-22-16,"6,142,217",415,"20,597,238","158,427,203,767",0,0,1,"61,796","1,593,585","1,197,070","117,684,224","283,727","2,178,009","1,165","190,346","116,408,010","197,677",8,1,"15,319,900"
02-21-16,"6,130,000",414,"20,282,051","158,427,203,767","86,341","196,307",1,"61,691","1,580,232","1,189,194","112,266,995","271,248","2,279,602","1,398","177,649","116,210,333","187,401",8,1,"15,316,100"
02-20-16,"6,118,023",412,"14,705,841","158,427,203,767","76,819","193,786",1,"61,581","1,362,702","1,031,685","70,582,774","171,135","1,506,470","1,475","136,679","116,022,932","141,116",10,2,"15,312,325"
02-19-16,"6,106,627",421,"25,307,656","158,427,203,767","97,132","306,271",1,"61,420","1,733,742","1,283,700","137,839,767","327,239","2,370,006","1,270","185,911","115,706,388","193,874",9,1,"15,305,425"
02-18-16,"6,094,406",416,"24,022,114","158,427,203,767","93,576","286,411",1,"61,318","1,692,288","1,267,949","139,051,016","334,257","2,456,426","1,300","186,345","115,512,514","192,611",9,1,"15,301,350"
02-17-16,"6,083,614",413,"19,572,952","158,427,203,767","90,119","251,823",1,"61,206","1,725,519","1,299,451","114,428,780","277,000","2,036,079","1,241","180,232","115,319,903","187,623",9,2,"15,297,325"
02-16-16,"6,071,809",412,"21,813,408","158,427,203,767","99,668","206,466",1,"61,088","1,399,239","1,055,312","120,042,367","291,089","2,358,525","1,077","185,419","115,132,280","193,929",7,1,"15,293,200"
02-15-16,"6,059,096",412,"25,774,188","158,427,203,767","98,940","253,685",1,"60,990","1,614,393","1,220,696","127,840,873","310,339","2,835,066","1,209","174,456","114,938,351","183,530",9,1,"15,289,850"
02-14-16,"6,048,149",409,"24,330,045","158,427,203,767","106,701","209,807",1,"60,889","1,437,552","1,094,689","135,654,591","331,787","4,004,392","1,189","166,280","114,754,821","171,486",8,1,"15,285,975"
02-13-16,"6,038,500",401,"50,904,368","163,491,654,909","78,536","146,092",1,"60,798","1,619,238","1,292,227","200,160,841","499,154","18,219,206","1,196","232,294","114,583,335","238,117",7,1,"15,282,500"
02-12-16,"6,028,433",416,"32,002,741","163,491,654,909","100,316","360,544",1,"60,676","1,604,281","1,235,337","165,605,628","397,632","6,843,890","1,137","205,061","114,345,218","212,104",8,1,"15,278,525"
02-11-16,"6,018,211",421,"33,471,080","163,491,654,909","111,213","198,056",1,"60,549","1,431,632","1,080,919","216,563,283","513,865","3,660,824","1,447","212,413","114,133,114","221,257",6,1,"15,274,725"
02-10-16,"6,004,822",430,"26,429,723","163,491,654,909","112,091","243,139",1,"60,427","1,720,820","1,275,973","236,848,413","550,823","5,912,875","1,184","262,461","113,911,857","276,448",6,1,"15,271,400"
02-09-16,"5,990,418",432,"30,939,872","163,491,654,909","109,328","238,276",1,"60,285","1,405,737","1,040,283","222,905,346","516,140","11,910,038","1,233","245,671","113,635,409","260,619",5,1,"15,267,475"
